"LOCATION","DISTRICT","SENSITIVITY ZONE","INTERVENTION","OPERATION START DATE","OPERATION END DATE"
"23rd St between West St and Brush St","D3","High","Closure","June 20, 2023","June 20, 2023"
"W Grand Ave between West St and Brush St","D3","High","Closure","June 20, 2023","June 20, 2023"
"West St between West Grand Ave and San Pablo Ave","D3","High","Closure","June 20, 2023","June 20, 2023"
"6th Ave between International Blvd and E 12th St","D2","High","Closure","June 16, 2023","June 16, 2023"
"18th St and Poplar St (DeFremery Pool - front of entrance)","D3","High","Closure","June 16, 2023","June 16, 2023"
"Clinton Park","D5","High","Closure","June 16, 2023","June 16, 2023"
"Independent Loop","D6","High","Closure","June 15, 2023","June 15, 2023"
"42nd Ave between San Leandro Blvd & Wattling St","D5","High","Closure","June 14, 2023","June 14, 2023"
"Wattling St between 42nd Ave and High St","D5","High","Closure","June 14, 2023","June 14, 2023"
"Edes Ave between 98th Ave and Douglas Ave: 9910 Edes","D7","High","Closure","June 13, 2023","June 13, 2023"
"Union Point Park","D2","High","Closure","June 12, 2023","June 12, 2023"
"Frog Park the pathway between Clifton and Cavour","D1","High","Closure","June 09, 2023","June 09, 2023"
"West between 35th and 36th St","D3","Low","Deep Clean (Westside) and Closure (Eastside)","June 08, 2023","June 08, 2023"
"West St between West Grand Ave and San Pablo Ave","D3","High","Closure","June 06, 2023","June 07, 2023"
"W Grand Ave between Isabella St and West St","D3","High","Closure","June 06, 2023","June 07, 2023"
"23rd St between West St and Brush St","D3","High","Closure","June 06, 2023","June 07, 2023"
"W Grand Ave between West St and Brush St","D3","High","Closure","June 06, 2023","June 07, 2023"
"400 Lancaster St","D5","High","Closure","June 05, 2023","June 05, 2023"
"2nd & Jefferson (cul de sac)","D3","High","Closure both sides of the street","June 01, 2023","June 01, 2023"
"Telegraph Ave between 34th St and 35th St.","D3","Low","Closure East Side & Deep Cleaning West Side","May 31, 2023","May 31, 2023"
"34th & Elm","D3","High","Closure","May 31, 2023","May 31, 2023"
"Athol Plaza Park","D2","High","Closure","May 30, 2023","May 30, 2023"
"42nd between MLK & Telegraph","D1","Low","Deep Cleaning (North) & Closure (South)","May 18, 2023","May 18, 2023"
"9th St and Pine St (cul-de-sac)","D3","High","Deep Cleaning","May 17, 2023","May 17, 2023"
"Mosswood Park","D3","High","Deep Cleaning","May 16, 2023","May 16, 2023"
"29th St. between MLK and Telegraph","D3","Low","Deep Cleaning","May 15, 2023","May 15, 2023"
"30th St. between MLK and Telegraph","D3","Low","Deep Cleaning","May 15, 2023","May 15, 2023"
"Campbell St between 18th St and 20th St","D3","High","Deep Cleaning","May 01, 2023","May 06, 2023"
"18th St between Campbell St and Wood St","D3","High","Deep Cleaning","May 01, 2023","May 03, 2023"
"Wood St between 18th & 20th","D3","High","Closure","May 01, 2023","May 03, 2023"
"Wood St between 17th & 18th","D3","High","Closure","May 01, 2023","May 06, 2023"
"Raimondi Park","D3","High","Closure","May 01, 2023","May 06, 2023"
"City Lot at 1707 Wood St","D3","High","Closure","May 01, 2023","May 03, 2023"
"20th St between Wood St and Campbell St","D3","High","Deep Cleaning","May 01, 2023","May 06, 2023"
"Campbell St between 18th St and 20th St","D3","High","Deep Cleaning","April 24, 2023","April 29, 2023"
"18th St between Campbell St and Wood St","D3","High","Deep Cleaning","April 24, 2023","April 29, 2023"
"Wood St between 18th & 20th","D3","High","Closure","April 24, 2023","April 29, 2023"
"Wood St between 17th & 18th","D3","High","Closure","April 24, 2023","April 29, 2023"
"Raimondi Park","D3","High","Closure","April 24, 2023","April 29, 2023"
"City Lot at 1707 Wood St","D3","High","Closure","April 24, 2023","April 29, 2023"
"20th St between Wood St and Campbell St","D3","High","Deep Cleaning","April 24, 2023","April 29, 2023"
"Campbell St between 18th St and 20th St","D3","High","Deep Cleaning","April 17, 2023","April 21, 2023"
"18th St between Campbell St and Wood St","D3","High","Deep Cleaning","April 17, 2023","April 21, 2023"
"Wood St between 18th & 20th","D3","High","Closure","April 17, 2023","April 21, 2023"
"Wood St between 17th & 18th","D3","High","Closure","April 17, 2023","April 21, 2023"
"Raimondi Park","D3","High","Closure","April 17, 2023","April 21, 2023"
"City Lot at 1707 Wood St","D3","High","Closure","April 17, 2023","April 21, 2023"
"20th St between Wood St and Campbell St","D3","High","Deep Cleaning","April 17, 2023","April 21, 2023"
"Campbell St between 18th St and 20th St","D3","High","Deep Cleaning","April 10, 2023","April 14, 2023"
"City Lot at 1707 Wood St","D3","High","Closure","April 10, 2023","April 14, 2023"
"Raimondi Park","D3","High","Closure","April 10, 2023","April 14, 2023"
"Wood St between 17th & 18th","D3","High","Closure","April 10, 2023","April 14, 2023"
"Wood St between 18th & 20th","D3","High","Closure","April 10, 2023","April 14, 2023"
"18th St between Campbell St and Wood St","D3","High","Deep Cleaning","April 10, 2023","April 14, 2023"
"20th St between Wood St and Campbell St","D3","High","Deep Cleaning","April 10, 2023","April 14, 2023"
"MLK between 24th & 25th","D3","High","Closure (West & East Side)","April 06, 2023","April 07, 2023"
"MLk between W Grand Ave & 23rd","D3","High","Closure (West Side) & Deep Cleaning (East Side)","April 06, 2023","April 07, 2023"
"MLK between 23rd & 24th","D3","High","Closure (West Side) & Deep Cleaning (East Side)","April 06, 2023","April 07, 2023"
"23rd St between MLK to Northgate","D3","High","Deep Cleaning (North & South Side)","April 06, 2023","April 07, 2023"
"W Grand Ave between San Pablo Ave & MLK","D3","High","Closure (Northside Only)","April 06, 2023","April 07, 2023"
"International Blvd and 102nd Ave and 103rd Ave: 10221 International Blvd","D7","High","Deep Cleaning","April 05, 2023","April 05, 2023"
"84th Avenue & International","D7","High","Deep Cleaning","April 05, 2023","April 05, 2023"
"13th St between Center and Mandela Pkwy","D3","High","Deep Cleaning","April 04, 2023","April 04, 2023"
"14th St between Center St & Mandela Parkway","D3","High","Deep Cleaning","April 04, 2023","April 04, 2023"
"Center St between 13th St and 14th St","D3","High","Deep Cleaning","April 04, 2023","April 04, 2023"
"Mandela Pkwy between 13th and 14th","D3","High","Deep Cleaning","April 04, 2023","April 04, 2023"
"Cypress Freeway Memorial Park (FS3), 1301 Mandela Pkwy","D3","High","Deep Cleaning","April 04, 2023","April 04, 2023"
"High St between Oakport St and Coliseum Way","D5","Low","Deep Cleaning","April 03, 2023","April 03, 2023"
"9th St and Pine St (cul-de-sac)","D3","High","Deep Cleaning","March 30, 2023","March 30, 2023"
"42nd & Dover","D1","High","Closure","March 28, 2023","March 29, 2023"
"42nd between MLK & Telegraph","D1","Low","Deep Cleaning (Northside) and Closure (Southside)","March 28, 2023","March 29, 2023"
"Lake Merritt Park: 1200 Lakeshore","D2","High","Partial Closure","March 27, 2023","March 28, 2023"
"West between 35th and 36th St","D3","Low","Deep Clean (Westside) and Closure (Eastside)","March 27, 2023","March 27, 2023"
"San Leandro St between 85th Ave and 92nd Ave","D7","High","Deep Cleaning","March 23, 2023","March 24, 2023"
"San Leandro St between 81st Ave and 85th Ave: 8451 San Leandro Street (Pick-n-Pull)","D7","High","Deep Cleaning","March 23, 2023","March 23, 2023"
"Edes Ave between 98th Ave and Douglas Ave: 9910 Edes","D7","High","Deep Cleaning","March 22, 2023","March 22, 2023"
"Cary Ave between Hale Ave and Edes Ave","D7","High","Deep Cleaning","March 22, 2023","March 22, 2023"
"42nd between MLK & Telegraph","D1","Low","Deep Cleaning (Southside) and Closure (Northside)","March 21, 2023","March 21, 2023"
"Kirkham St between 5th & 7th St.","D3","Low","Deep Cleaning","March 20, 2023","March 20, 2023"
"5th St between Kirkham St and Mandela Parkway","D3","Low","Deep Cleaning","March 20, 2023","March 20, 2023"
"Snow Park","D3","High","Closure","March 16, 2023","March 16, 2023"
"45th St between Telegraph Ave and Webster St","D1","High","Closure","March 15, 2023","March 15, 2023"
"30th St. between MLK and Telegraph","D3","Low","Deep Clean (South Side) Closure (North Side)","March 15, 2023","March 15, 2023"
"E 12th St between 46th Ave and 47th Ave","D5","High","Deep Cleaning","March 14, 2023","March 14, 2023"
"42nd Ave between San Leandro Blvd & Wattling St","D5","High","Deep Cleaning","March 14, 2023","March 14, 2023"
"Wattling St between 42nd Ave and High St","D5","High","Deep Cleaning","March 14, 2023","March 14, 2023"
"47th Ave between E.12th and San Leandro St","D5","High","Deep Cleaning","March 14, 2023","March 14, 2023"
"46th Ave and E. 12th (cul-de-sac)","D5","High","Deep Cleaning","March 14, 2023","March 14, 2023"
"Castro St between 6th and 7th St","D3","Low","Deep Cleaning","March 13, 2023","March 13, 2023"
"Castro St between 5th St and 6th St","D3","Low","Deep Cleaning","March 13, 2023","March 13, 2023"
"7th St between Castro St and Brush St","D3","Low","Closure","March 13, 2023","March 13, 2023"
"E St between 91st Ave and 92nd Ave","D7","High","Closure","March 09, 2023","March 09, 2023"
"2nd St between MLK and Jefferson St","D3","High","Closure","March 08, 2023","March 08, 2023"
"2nd & Brush","D3","Low","Deep Cleaning","March 08, 2023","March 08, 2023"
"Mosswood Park","D3","High","Closure entire park","March 07, 2023","March 07, 2023"
"Harrison St between 4th St and 5th St","D2","Low","Deep Cleaning","March 06, 2023","March 06, 2023"
"5th St between Harrison St and Webster St","D2","Low","Deep Cleaning","March 06, 2023","March 06, 2023"
"6th Ave between International Blvd and E 12th St","D2","High","Closure","March 03, 2023","March 03, 2023"
"Clinton Park","D2","High","Closure","March 03, 2023","March 03, 2023"
"W Grand Ave between Isabella St and West St","D3","High","Closure","March 01, 2023","March 02, 2023"
"23rd between West St and Brush St","D3","High","Closure","March 01, 2023","March 02, 2023"
"West St between West Grand Ave and San Pablo Ave","D3","High","Closure","March 01, 2023","March 02, 2023"
"W Grand Ave between West St and Brush St","D3","High","Closure","March 01, 2023","March 02, 2023"
"692 Baldwin","D7","High","Deep Cleaning","February 28, 2023","February 28, 2023"
"Athol Plaza Park","D2","High","Closure (UNABLE TO BE EXECUTED)","February 27, 2023","February 27, 2023"
"Frank Ogawa Plaza","D3","High","Closure","February 24, 2023","February 24, 2023"
"San Pablo Ave between W Grand Ave & MLK","D3","High","Closure (West Side) and Partial Closure (East Side)","February 22, 2023","February 23, 2023"
"W Grand Ave between San Pablo Ave & MLK","D3","High","Closure (UNABLE TO BE EXECUTED)","February 22, 2023","February 23, 2023"
"MLK between San Pablo Ave & W Grand Ave","D3","High","Closure","February 22, 2023","February 23, 2023"
"MLK between 24th & 25th","D3","High","Deep Cleaning (Eastside)","February 22, 2023","February 23, 2023"
"MLK between 23rd & 24th","D3","High","Deep Cleaning (East Side) and Closure (West Side)","February 22, 2023","February 23, 2023"
"MLk between W Grand Ave & 23rd","D3","High","Deep Cleaning (East Side) and Closure (West Side)","February 22, 2023","February 23, 2023"
"29th St. between MLK and Telegraph","D3","Low","Deep Cleaning (North) & Closure (South)","February 21, 2023","February 21, 2023"
"Frank Ogawa Plaza","D3","High","Closure","February 17, 2023","February 17, 2023"
"45th Ave between Foothill Blvd and Bond St","D5","High","Closure","February 16, 2023","February 16, 2023"
"Bond St between High St and 45th Ave","D5","High","Closure","February 16, 2023","February 16, 2023"
"34th St between Peralta St and Fitzgerald St","D3","High","Closure","February 13, 2023","February 15, 2023"
"Fitzgerald Park","D3","High","Closure","February 13, 2023","February 15, 2023"
"E 12th St between 45th Ave and 46th Ave","D5","High","Deep Cleaning","February 08, 2023","February 10, 2023"
"E 12th St between 46th Ave and 47th Ave","D5","High","Deep Cleaning","February 08, 2023","February 10, 2023"
"47th Avenue between East 12th & International Blvd","D5","High","Deep Cleaning","February 08, 2023","February 10, 2023"
"46th Ave between International and E12 Street","D5","High","Deep Cleaning","February 08, 2023","February 10, 2023"
"45th Ave between International and E12 Street","D5","High","Deep Cleaning","February 08, 2023","February 10, 2023"
"42nd between MLK & Telegraph","D1","Low","Deep Cleaning (Southside) and Closure (Northside)","February 07, 2023","February 07, 2023"
"42nd & Dover","D1","High","Closure","February 07, 2023","February 07, 2023"
"West between 35th and 36th St","D3","Low","Deep Cleaning (West Side) and Closure (East Side)","February 06, 2023","February 06, 2023"
"City Lot -796 66th Avenue Parking","D6","High","Closure (Self Abated)","February 03, 2023","February 03, 2023"
"E. 12th Median : 14th Ave to 18th Ave","D2","High","Deep Cleaning","February 01, 2023","February 02, 2023"
"17th Ave between E 12th St and Solano Way","D2","High","Deep Cleaning","February 01, 2023","February 02, 2023"
"Bigge Street between 98th Ave & Adams Ave","D7","High","Closure","January 31, 2023","January 31, 2023"
"Mandela Parkway between 14th & 16th","D3","High","Closure","January 30, 2023","January 30, 2023"
"16th St between Kirkham St and Mandela Pkwy","D3","High","Deep Cleaning","January 30, 2023","January 30, 2023"
"Frank Ogawa Plaza","D3","High","Closure","January 27, 2023","January 27, 2023"
"Leet Drive","D7","High","Deep Cleaning","January 25, 2023","January 26, 2023"
"City Lot -796 66th Avenue Parking","D6","High","Closure","January 24, 2023","January 24, 2023"
"54th Ave between San Leandro St and E 8th St","D7","High","Deep Cleaning","January 23, 2023","January 23, 2023"
"San Leandro St between 53rd Ave and 54th Ave","D7","High","Deep Cleaning","January 23, 2023","January 23, 2023"
"Bishop Floyd Plaza: 2070 San Pablo Ave","D3","High","Closure","January 19, 2023","January 19, 2023"
"San Pablo Ave between W Grand Ave & MLK","D3","High","Closure (West Side) Deep Clean (East Side)","January 19, 2023","January 19, 2023"
"Market between 35th and 36th","D3","Low","Deep Cleaning","January 18, 2023","January 18, 2023"
"Mandela Pkwy between 13th and 14th","D3","High","Deep Cleaning","January 17, 2023","January 17, 2023"
"13th St between Center and Mandela Pkwy","D3","High","Deep Cleaning","January 17, 2023","January 17, 2023"
"Cypress Freeway Memorial Park (FS3), 1301 Mandela Pkwy","D3","High","Deep Cleaning","January 17, 2023","January 17, 2023"
"Center St between 13th St and 14th St","D3","High","Deep Cleaning","January 17, 2023","January 17, 2023"
"14th St between Center St & Mandela Parkway","D3","High","Deep Cleaning","January 17, 2023","January 17, 2023"
"City Lot at 1707 Wood St","D3","High","Deep Cleaning","January 09, 2023","January 13, 2023"
"20th St between Wood St and Campbell St","D3","High","Deep Cleaning","January 09, 2023","January 13, 2023"
"Campbell St between 18th St and 20th St","D3","High","Deep Cleaning","January 09, 2023","January 13, 2023"
"18th St between Campbell St and Wood St","D3","High","Deep Cleaning","January 09, 2023","January 13, 2023"
"Wood St between 18th & 20th","D3","High","Deep Cleaning","January 09, 2023","January 13, 2023"
"Wood St between 17th & 18th","D3","High","Deep Cleaning","January 09, 2023","January 13, 2023"
